"","Type","Id","FirstName","LastName","City","Country","Phone","OrderDate","TotalAmount","OrderNumber","UnitPrice","Quantity","ProductName","Package","IsDiscontinued"
"60","Customer",77,"Liz","Nixon","Portland","USA","(503) 555-3612","06/04/2018","180,4","542838",21.35,4,"Chef Anton's Gumbo Mix","36 boxes","1"
"61","Customer",49,"Giovanni","Rovelli","Bergamo","Italy","035-640230","23/01/2018","1380,25","542765",21.35,15,"Chef Anton's Gumbo Mix","36 boxes","1"
"62","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","15/05/2017","2900","542512",17,32,"Chef Anton's Gumbo Mix","36 boxes","1"
"63","Customer",15,"Pedro","Afonso","Sao Paulo","Brazil","(11) 555-7647","12/02/2017","2169","542420",17,20,"Chef Anton's Gumbo Mix","36 boxes","1"
"64","Customer",65,"Paula","Wilson","Albuquerque","USA","(505) 555-5939)","15/01/2017","624,8","542392",17,12,"Chef Anton's Gumbo Mix","36 boxes","1"
"65","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","11/01/2017","2018,6","542388",17,65,"Chef Anton's Gumbo Mix","36 boxes","1"
"66","Customer",51,"Jean","Fresnière","Montréal","Canada","(514) 555-8054","06/01/2018","2697,5","542748",25,70,"Grandma's Boysenberry Spread","12 - 8 oz jars","0"
"67","Customer",39,"Philip","Cramer","Brandenburg","Germany","0555-09876","19/03/2017","1497","542455",20,6,"Grandma's Boysenberry Spread","12 - 8 oz jars","0"
"68","Customer",37,"Patricia","McKenna","Cork","Ireland","2967 542","03/03/2017","1762","542439",20,30,"Grandma's Boysenberry Spread","12 - 8 oz jars","0"
"69","Customer",63,"Horst","Kloss","Cunewalde","Germany","0372-035188","23/03/2018","4825","542824",30,90,"Uncle Bob's Organic Dried Pears","12 - 1 lb pkgs","0"
"70","Customer",23,"Martine","Rancé","Lille","France","20.16.10.16","22/01/2018","4985,5","542764",30,35,"Uncle Bob's Organic Dried Pears","12 - 1 lb pkgs","0"
"71","Customer",71,"Jose","Pavarotti","Boise","USA","(208) 555-8097","26/12/2017","6475,4","542737",30,45,"Uncle Bob's Organic Dried Pears","12 - 1 lb pkgs","0"
"72","Customer",83,"Palle","Ibsen","Århus","Denmark","86 21 32 43","10/12/2017","812,5","542721",30,10,"Uncle Bob's Organic Dried Pears","12 - 1 lb pkgs","0"
"73","Customer",84,"Mary","Saveley","Lyon","France","78.32.54.86","26/10/2017","2812","542676",30,10,"Uncle Bob's Organic Dried Pears","12 - 1 lb pkgs","0"
"74","Customer",9,"Laurence","Lebihan","Marseille","France","91.24.45.40","21/09/2017","3000","542641",30,50,"Uncle Bob's Organic Dried Pears","12 - 1 lb pkgs","0"
"75","Customer",11,"Victoria","Ashworth","London","UK","(171) 555-1212","12/08/2017","1328","542601",24,30,"Uncle Bob's Organic Dried Pears","12 - 1 lb pkgs","0"
"76","Customer",84,"Mary","Saveley","Lyon","France","78.32.54.86","31/07/2017","1688","542589",24,16,"Uncle Bob's Organic Dried Pears","12 - 1 lb pkgs","0"
"77","Customer",75,"Art","Braunschweiger","Lander","USA","(307) 555-4680","18/05/2017","864","542515",24,10,"Uncle Bob's Organic Dried Pears","12 - 1 lb pkgs","0"
"78","Customer",65,"Paula","Wilson","Albuquerque","USA","(505) 555-5939)","15/01/2017","624,8","542392",24,15,"Uncle Bob's Organic Dried Pears","12 - 1 lb pkgs","0"
"79","Customer",31,"André","Fonseca","Campinas","Brazil","(11) 555-9482","07/04/2018","3424","542839",40,40,"Northwoods Cranberry Sauce","12 - 12 oz jars","0"
"80","Customer",90,"Matti","Karttunen","Helsinki","Finland","90-224 8858","24/03/2018","642","542825",40,10,"Northwoods Cranberry Sauce","12 - 12 oz jars","0"
"81","Customer",44,"Renate","Messner","Frankfurt a.M.","Germany","069-0245984","02/10/2017","2657,8","542652",40,24,"Northwoods Cranberry Sauce","12 - 12 oz jars","0"
"82","Customer",9,"Laurence","Lebihan","Marseille","France","91.24.45.40","21/09/2017","3000","542641",40,10,"Northwoods Cranberry Sauce","12 - 12 oz jars","0"
"83","Customer",63,"Horst","Kloss","Cunewalde","Germany","0372-035188","08/04/2017","2924,8","542475",32,70,"Northwoods Cranberry Sauce","12 - 12 oz jars","0"
"84","Customer",89,"Karl","Jablonski","Seattle","USA","(206) 555-4112","07/04/2017","2856","542474",32,70,"Northwoods Cranberry Sauce","12 - 12 oz jars","0"
"85","Customer",89,"Karl","Jablonski","Seattle","USA","(206) 555-4112","22/03/2018","2334","542823",97,6,"Mishi Kobe Niku","18 - 500 g pkgs","1"
"86","Customer",37,"Patricia","McKenna","Cork","Ireland","2967 542","16/03/2018","6201,9","542817",97,50,"Mishi Kobe Niku","18 - 500 g pkgs","1"
"87","Customer",63,"Horst","Kloss","Cunewalde","Germany","0372-035188","25/09/2017","10588,5","542645",97,16,"Mishi Kobe Niku","18 - 500 g pkgs","1"
"88","Customer",88,"Paula","Parente","Resende","Brazil","(14) 555-8122","22/06/2017","1897,6","542550",77.6,20,"Mishi Kobe Niku","18 - 500 g pkgs","1"
"89","Customer",83,"Palle","Ibsen","Århus","Denmark","86 21 32 43","17/03/2018","3490","542818",31,18,"Ikura","12 - 200 ml jars","0"
"90","Customer",31,"André","Fonseca","Campinas","Brazil","(11) 555-9482","14/03/2018","801,1","542815",31,20,"Ikura","12 - 200 ml jars","0"
"91","Customer",80,"Miguel","Angel Paolino","México D.F.","Mexico","(5) 555-2933","05/03/2018","534,85","542806",31,2,"Ikura","12 - 200 ml jars","0"
"92","Customer",28,"Lino","Rodriguez","Lisboa","Portugal","(1) 354-2534","21/02/2018","1515,75","542794",31,24,"Ikura","12 - 200 ml jars","0"
"93","Customer",37,"Patricia","McKenna","Cork","Ireland","2967 542","03/02/2018","1928","542776",31,18,"Ikura","12 - 200 ml jars","0"
"94","Customer",71,"Jose","Pavarotti","Boise","USA","(208) 555-8097","31/12/2017","6375","542742",31,70,"Ikura","12 - 200 ml jars","0"
"95","Customer",18,"Janine","Labrune","Nantes","France","40.67.88.88","28/12/2017","424","542739",31,10,"Ikura","12 - 200 ml jars","0"
"96","Customer",29,"Eduardo","Saavedra","Barcelona","Spain","(93) 203 4560","17/11/2017","155","542698",31,5,"Ikura","12 - 200 ml jars","0"
"97","Customer",5,"Christina","Berglund","Luleå","Sweden","0921-12 34 65","04/10/2017","3192,65","542654",31,2,"Ikura","12 - 200 ml jars","0"
"98","Customer",14,"Yang","Wang","Bern","Switzerland","0452-076545","29/09/2017","2356","542649",31,16,"Ikura","12 - 200 ml jars","0"
"99","Customer",84,"Mary","Saveley","Lyon","France","78.32.54.86","19/08/2017","496","542608",24.8,20,"Ikura","12 - 200 ml jars","0"
"100","Customer",84,"Mary","Saveley","Lyon","France","78.32.54.86","22/07/2017","531,4","542580",24.8,20,"Ikura","12 - 200 ml jars","0"
"101","Customer",7,"Frédérique","Citeaux","Strasbourg","France","88.60.15.31","21/07/2017","1838,2","542579",24.8,14,"Ikura","12 - 200 ml jars","0"
"102","Customer",10,"Elizabeth","Lincoln","Tsawassen","Canada","(604) 555-4729","22/05/2017","1832,8","542519",24.8,16,"Ikura","12 - 200 ml jars","0"
"103","Customer",46,"Carlos","González","Barquisimeto","Venezuela","(9) 331-6954","20/04/2017","1360","542487",24.8,30,"Ikura","12 - 200 ml jars","0"
"104","Customer",80,"Miguel","Angel Paolino","México D.F.","Mexico","(5) 555-2933","29/01/2017","420","542406",24.8,15,"Ikura","12 - 200 ml jars","0"
"105","Customer",63,"Horst","Kloss","Cunewalde","Germany","0372-035188","26/01/2017","2142,4","542403",24.8,24,"Ikura","12 - 200 ml jars","0"
"106","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","27/03/2018","3600,73","542828",21,15,"Queso Cabrales","1 kg pkg","0"
"107","Customer",62,"Lúcia","Carvalho","Sao Paulo","Brazil","(11) 555-1189","25/01/2018","2896,25","542767",21,10,"Queso Cabrales","1 kg pkg","0"
"108","Customer",6,"Hanna","Moos","Mannheim","Germany","0621-08460","02/01/2018","464","542744",21,14,"Queso Cabrales","1 kg pkg","0"
"109","Customer",51,"Jean","Fresnière","Montréal","Canada","(514) 555-8054","19/11/2017","2595","542700",21,15,"Queso Cabrales","1 kg pkg","0"
"110","Customer",7,"Frédérique","Citeaux","Strasbourg","France","88.60.15.31","15/11/2017","2040","542696",21,35,"Queso Cabrales","1 kg pkg","0"
"111","Customer",87,"Pirkko","Koskitalo","Oulu","Finland","981-443655)","02/11/2017","1546,3","542683",21,15,"Queso Cabrales","1 kg pkg","0"
"112","Customer",43,"John","Steel","Walla Walla","USA","(509) 555-7969","25/10/2017","210","542675",21,10,"Queso Cabrales","1 kg pkg","0"
"113","Customer",39,"Philip","Cramer","Brandenburg","Germany","0555-09876","22/10/2017","493,8","542672",21,15,"Queso Cabrales","1 kg pkg","0"
"114","Customer",3,"Antonio","Moreno","México D.F.","Mexico","(5) 555-3932","15/10/2017","2156,5","542665",21,50,"Queso Cabrales","1 kg pkg","0"
"115","Customer",32,"Howard","Snyder","Eugene","USA","(503) 555-7555","08/10/2017","396,2","542658",21,3,"Queso Cabrales","1 kg pkg","0"
"116","Customer",59,"Georg","Pipps","Salzburg","Austria","6562-9722)","30/08/2017","502,2","542619",16.8,15,"Queso Cabrales","1 kg pkg","0"
"117","Customer",35,"Carlos","Hernández","San Cristóbal","Venezuela","(5) 555-1340","27/08/2017","1272","542616",16.8,5,"Queso Cabrales","1 kg pkg","0"
"118","Customer",15,"Pedro","Afonso","Sao Paulo","Brazil","(11) 555-7647","07/08/2017","216","542596",16.8,10,"Queso Cabrales","1 kg pkg","0"
"119","Customer",66,"Maurizio","Moroni","Reggio Emilia","Italy","0522-556721","15/07/2017","537,6","542573",16.8,6,"Queso Cabrales","1 kg pkg","0"
"120","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","14/07/2017","1792","542572",16.8,30,"Queso Cabrales","1 kg pkg","0"
"121","Customer",24,"Maria","Larsson","Bräcke","Sweden","0695-34 67 21","06/07/2017","360","542564",16.8,6,"Queso Cabrales","1 kg pkg","0"
"122","Customer",56,"Henriette","Pfalzheim","Köln","Germany","0221-0644327","09/06/2017","1194","542537",16.8,30,"Queso Cabrales","1 kg pkg","0"
"123","Customer",3,"Antonio","Moreno","México D.F.","Mexico","(5) 555-3932","28/04/2017","403,2","542495",16.8,24,"Queso Cabrales","1 kg pkg","0"
"124","Customer",59,"Georg","Pipps","Salzburg","Austria","6562-9722)","16/04/2017","10741,6","542483",16.8,12,"Queso Cabrales","1 kg pkg","0"
"125","Customer",24,"Maria","Larsson","Bräcke","Sweden","0695-34 67 21","21/03/2017","2262,5","542457",16.8,50,"Queso Cabrales","1 kg pkg","0"
"126","Customer",46,"Carlos","González","Barquisimeto","Venezuela","(9) 331-6954","18/02/2017","1050,6","542426",16.8,12,"Queso Cabrales","1 kg pkg","0"
"127","Customer",85,"Paul","Henriot","Reims","France","26.47.15.10","01/01/2017","440","542378",14,12,"Queso Cabrales","1 kg pkg","0"
"128","Customer",90,"Matti","Karttunen","Helsinki","Finland","90-224 8858","24/03/2018","642","542825",38,4,"Queso Manchego La Pastora","10 - 500 g pkgs","0"
"129","Customer",71,"Jose","Pavarotti","Boise","USA","(208) 555-8097","07/03/2018","5256,5","542808",38,100,"Queso Manchego La Pastora","10 - 500 g pkgs","0"
"130","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","21/01/2018","6483,05","542763",38,36,"Queso Manchego La Pastora","10 - 500 g pkgs","0"
"131","Customer",46,"Carlos","González","Barquisimeto","Venezuela","(9) 331-6954","23/10/2017","1770","542673",38,30,"Queso Manchego La Pastora","10 - 500 g pkgs","0"
"132","Customer",44,"Renate","Messner","Frankfurt a.M.","Germany","069-0245984","16/10/2017","2085","542666",38,15,"Queso Manchego La Pastora","10 - 500 g pkgs","0"
"133","Customer",51,"Jean","Fresnière","Montréal","Canada","(514) 555-8054","11/07/2017","1078","542569",30.4,15,"Queso Manchego La Pastora","10 - 500 g pkgs","0"
"134","Customer",87,"Pirkko","Koskitalo","Oulu","Finland","981-443655)","19/01/2017","364,8","542396",30.4,12,"Queso Manchego La Pastora","10 - 500 g pkgs","0"
"135","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","21/01/2018","6483,05","542763",6,13,"Konbu","2 kg box","0"
"136","Customer",35,"Carlos","Hernández","San Cristóbal","Venezuela","(5) 555-1340","01/01/2018","358","542743",6,8,"Konbu","2 kg box","0"
"137","Customer",35,"Carlos","Hernández","San Cristóbal","Venezuela","(5) 555-1340","20/12/2017","2285","542731",6,60,"Konbu","2 kg box","0"
"138","Customer",11,"Victoria","Ashworth","London","UK","(171) 555-1212","19/10/2017","355,5","542669",6,8,"Konbu","2 kg box","0"
"139","Customer",87,"Pirkko","Koskitalo","Oulu","Finland","981-443655)","06/10/2017","1344","542656",6,10,"Konbu","2 kg box","0"
"140","Customer",56,"Henriette","Pfalzheim","Köln","Germany","0221-0644327","18/09/2017","240","542638",6,10,"Konbu","2 kg box","0"
"141","Customer",16,"Elizabeth","Brown","London","UK","(171) 555-2282","03/08/2017","156","542592",4.8,1,"Konbu","2 kg box","0"
"142","Customer",88,"Paula","Parente","Resende","Brazil","(14) 555-8122","22/06/2017","1897,6","542550",4.8,2,"Konbu","2 kg box","0"
"143","Customer",36,"Yoshi","Latimer","Elgin","USA","(503) 555-6874","27/05/2017","442","542524",4.8,10,"Konbu","2 kg box","0"
"144","Customer",17,"Sven","Ottlieb","Aachen","Germany","0241-039123","24/05/2017","86,4","542521",4.8,18,"Konbu","2 kg box","0"
"145","Customer",4,"Thomas","Hardy","London","UK","(171) 555-7788","16/05/2017","899","542513",4.8,20,"Konbu","2 kg box","0"
"146","Customer",39,"Philip","Cramer","Brandenburg","Germany","0555-09876","19/03/2017","1497","542455",4.8,12,"Konbu","2 kg box","0"
"147","Customer",61,"Bernardo","Batista","Rio de Janeiro","Brazil","(21) 555-4252","13/02/2017","552,8","542421",4.8,20,"Konbu","2 kg box","0"
"148","Customer",80,"Miguel","Angel Paolino","México D.F.","Mexico","(5) 555-2933","29/01/2017","420","542406",4.8,10,"Konbu","2 kg box","0"
"149","Customer",25,"Peter","Franken","München","Germany","089-0877310","04/03/2018","1423","542805",23.25,30,"Tofu","40 - 100 g pkgs","0"
"150","Customer",32,"Howard","Snyder","Eugene","USA","(503) 555-7555","13/02/2018","671,35","542786",23.25,3,"Tofu","40 - 100 g pkgs","0"
"151","Customer",2,"Ana","Trujillo","México D.F.","Mexico","(5) 555-4729","13/01/2018","479,75","542755",23.25,3,"Tofu","40 - 100 g pkgs","0"
"152","Customer",25,"Peter","Franken","München","Germany","089-0877310","11/01/2018","1429,75","542753",23.25,21,"Tofu","40 - 100 g pkgs","0"
"153","Customer",56,"Henriette","Pfalzheim","Köln","Germany","0221-0644327","29/11/2017","1067,1","542710",23.25,15,"Tofu","40 - 100 g pkgs","0"
"154","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","20/11/2017","647,75","542701",23.25,11,"Tofu","40 - 100 g pkgs","0"
"155","Customer",71,"Jose","Pavarotti","Boise","USA","(208) 555-8097","04/11/2017","3680,5","542685",23.25,30,"Tofu","40 - 100 g pkgs","0"
"156","Customer",37,"Patricia","McKenna","Cork","Ireland","2967 542","13/09/2017","2048,5","542633",23.25,70,"Tofu","40 - 100 g pkgs","0"
"157","Customer",58,"Guillermo","Fernández","México D.F.","Mexico","(5) 552-3745","15/08/2017","1249,1","542604",18.6,12,"Tofu","40 - 100 g pkgs","0"
"158","Customer",59,"Georg","Pipps","Salzburg","Austria","6562-9722)","29/06/2017","651","542557",18.6,35,"Tofu","40 - 100 g pkgs","0"
"159","Customer",87,"Pirkko","Koskitalo","Oulu","Finland","981-443655)","14/06/2017","372","542542",18.6,20,"Tofu","40 - 100 g pkgs","0"
"160","Customer",54,"Yvonne","Moncada","Buenos Aires","Argentina","(1) 135-5333","11/06/2017","319,2","542539",18.6,12,"Tofu","40 - 100 g pkgs","0"
"161","Customer",71,"Jose","Pavarotti","Boise","USA","(208) 555-8097","26/05/2017","3302,6","542523",18.6,42,"Tofu","40 - 100 g pkgs","0"
"162","Customer",36,"Yoshi","Latimer","Elgin","USA","(503) 555-6874","08/05/2017","338","542505",18.6,15,"Tofu","40 - 100 g pkgs","0"
"163","Customer",87,"Pirkko","Koskitalo","Oulu","Finland","981-443655)","27/03/2017","954","542463",18.6,10,"Tofu","40 - 100 g pkgs","0"
"164","Customer",39,"Philip","Cramer","Brandenburg","Germany","0555-09876","19/03/2017","1497","542455",18.6,9,"Tofu","40 - 100 g pkgs","0"
"165","Customer",79,"Karin","Josephs","Münster","Germany","0251-031259","02/01/2017","1863,4","542379",18.6,9,"Tofu","40 - 100 g pkgs","0"
"166","Customer",71,"Jose","Pavarotti","Boise","USA","(208) 555-8097","14/02/2018","4371,6","542787",15.5,50,"Genen Shouyu","24 - 250 ml bottles","0"
"167","Customer",44,"Renate","Messner","Frankfurt a.M.","Germany","069-0245984","11/12/2017","543,65","542722",15.5,25,"Genen Shouyu","24 - 250 ml bottles","0"
"168","Customer",45,"Jaime","Yorres","San Francisco","USA","(415) 555-5938","28/11/2017","317,75","542709",15.5,10,"Genen Shouyu","24 - 250 ml bottles","0"
"169","Customer",41,"Annette","Roulet","Toulouse","France","61.77.61.10","10/09/2017","550,8","542630",15.5,12,"Genen Shouyu","24 - 250 ml bottles","0"
"170","Customer",39,"Philip","Cramer","Brandenburg","Germany","0555-09876","17/03/2017","164,4","542453",12.4,5,"Genen Shouyu","24 - 250 ml bottles","0"
"171","Customer",46,"Carlos","González","Barquisimeto","Venezuela","(9) 331-6954","05/02/2017","1414,8","542413",12.4,20,"Genen Shouyu","24 - 250 ml bottles","0"
"172","Customer",55,"Rene","Phillips","Anchorage","USA","(907) 555-7584","04/04/2018","1893","542836",17.45,20,"Pavlova","32 - 500 g boxes","0"
"173","Customer",55,"Rene","Phillips","Anchorage","USA","(907) 555-7584","09/03/2018","1682,5","542810",17.45,50,"Pavlova","32 - 500 g boxes","0"
"174","Customer",90,"Matti","Karttunen","Helsinki","Finland","90-224 8858","02/03/2018","412,35","542803",17.45,3,"Pavlova","32 - 500 g boxes","0"
